"ID","FIXED_ACIDITY","VOLATILE_ACIDITY","CITRIC_ACID","RESIDUAL_SUGAR","CHLORIDES","FREE_SULFUR_DIOXIDE","TOTAL_SULFUR_DIOXIDE","DENSITY","PH","SULPHATES","ALCOHOL","QUALITY"
2142,6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,"1"
2143,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,"1"
2144,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,"1"
2145,6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,"1"
2146,6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,"0"
2147,6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,"1"
2148,6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,"1"
2149,6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,"1"
2150,6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,"1"
2151,6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,"1"
2152,6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,"1"
2153,6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,"1"
2154,6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,"1"
2155,6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,"1"
2156,6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,"1"
2157,6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,"0"
2158,6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,"1"
2159,6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,"1"
2160,6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,"1"
2161,6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,"1"
2162,6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,"0"
2163,6.7,0.23,0.25,1.6,0.036,28,143,0.99256,3.3,0.54,10.3,"1"
2164,6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,"1"
2165,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,"1"
2166,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,"1"
2167,6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,"1"
2168,6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,"1"
2169,6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4,"1"
2170,6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4,"0"
2171,6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,"1"
2172,6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,"0"
2173,6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,"1"
2174,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,"0"
2175,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,"1"
2176,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,"1"
2177,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,"1"
2178,6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,"1"
2179,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,"1"
2180,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,"1"
2181,6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,"0"
2182,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,"0"
2183,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,"0"
2184,6.7,0.24,0.35,13.1,0.05,64,205,0.997,3.15,0.5,9.5,"0"
2185,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,"1"
2186,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,"1"
2187,6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,"1"
2188,6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4,"1"
2189,6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,"0"
2190,6.7,0.24,0.41,8.7,0.036,29,148,0.9952,3.22,0.62,9.9,"1"
2191,6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,"1"
2192,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,"1"
2193,6.7,0.25,0.13,1.2,0.041,81,174,0.992,3.14,0.42,9.8,"0"
2194,6.7,0.25,0.23,7.2,0.038,61,220,0.9952,3.14,0.35,9.5,"0"
2195,6.7,0.25,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4,"0"
2196,6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9,"1"
2197,6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,"0"
2198,6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,"1"
2199,6.7,0.25,0.34,12.85,0.048,30,161,0.9986,3.44,0.47,9.5,"1"
2200,6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,"0"
2201,6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,"1"
2202,6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5,"0"
2203,6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,"0"
2204,6.7,0.26,0.29,5.8,0.025,26,74,0.9929,3.28,0.53,11,"1"
2205,6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,"1"
2206,6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,"1"
2207,6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,"1"
2208,6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,"1"
2209,6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,"1"
2210,6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,"0"
2211,6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,"1"
2212,6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,"0"
2213,6.7,0.265,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2,"0"
2214,6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,"1"
2215,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,"0"
2216,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,"0"
2217,6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,"1"
2218,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,"1"
2219,6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,"0"
2220,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,"1"
2221,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,"1"
2222,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,"1"
2223,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,"1"
2224,6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,"0"
2225,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,"1"
2226,6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,"1"
2227,6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,"1"
2228,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,"1"
2229,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,"1"
2230,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,"1"
2231,6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,"1"
2232,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,"0"
2233,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,"0"
2234,6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,"1"
2235,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,"1"
2236,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,"1"
2237,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,"1"
2238,6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,"1"
2239,6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,"0"
2240,6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,"0"
2241,6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,"1"
2242,6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,"1"
2243,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,"1"
2244,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,"1"
2245,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,"1"
2246,6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,"0"
2247,6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10,"0"
2248,6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,"0"
2249,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,"1"
2250,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,"1"
2251,6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,"1"
2252,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,"1"
2253,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,"1"
2254,6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,"1"
2255,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,"0"
2256,6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5,"0"
2257,6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,"1"
2258,6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,"0"
2259,6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,"0"
2260,6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,"0"
2261,6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,"1"
2262,6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,"0"
2263,6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,"1"
2264,6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,"1"
2265,6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,"1"
2266,6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,"0"
2267,6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,"1"
2268,6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,"1"
2269,6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,"1"
2270,6.7,0.34,0.3,15.6,0.054,51,196,0.9982,3.19,0.49,9.3,"0"
2271,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,"0"
2272,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,"0"
2273,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,"1"
2274,6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,"1"
2275,6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,"0"
2276,6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,"1"
2277,6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,"1"
2278,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,"0"
2279,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,"0"
2280,6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,"1"
2281,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,"1"
2282,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,"1"
2283,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,"1"
2284,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,"1"
2285,6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,"1"
2286,6.7,0.38,0.26,9.55,0.036,35,91,0.9919,2.98,0.37,12.4,"1"
2287,6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,"0"
2288,6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,"1"
2289,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,"0"
2290,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,"0"
2291,6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,"0"
2292,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,"1"
2293,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,"1"
2294,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,"1"
2295,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,"1"
2296,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,"0"
2297,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,"0"
2298,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,"0"
2299,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,"0"
2300,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,"0"
2301,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,"0"
2302,6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,"0"
2303,6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,"1"
2304,6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,"1"
2305,6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,"1"
2306,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,"1"
2307,6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,"1"
2308,6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,"1"
2309,6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,"1"
2310,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,"0"
2311,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,"0"
2312,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,"1"
2313,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,"1"
2314,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,"1"
2315,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,"1"
2316,6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,"0"
2317,6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,"0"
2318,6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,"0"
2319,6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,"1"
2320,6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,"1"
2321,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,"0"
2322,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,"0"
2323,6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,"0"
2324,6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,"0"
2325,6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,"0"
2326,6.7,0.64,0.3,1.2,0.03,18,76,0.9892,3.16,0.6,12.9,"0"
2327,6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,"1"
2328,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"1"
2329,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"1"
2330,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"1"
2331,6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,"1"
2332,6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,"1"
2333,6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,"1"
2334,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,"1"
2335,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,"1"
2336,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,"1"
2337,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,"1"
2338,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,"1"
2339,6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,"1"
2340,6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,"1"
2341,6.8,0.15,0.33,4.7,0.059,31,118,0.9956,3.43,0.39,9,"1"
2342,6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,"1"
2343,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,"1"
2344,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,"1"
2345,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,"1"
2346,6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,"1"
2347,6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,"1"
2348,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,"1"
2349,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,"1"
2350,6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,"1"
2351,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,"1"
2352,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,"1"
2353,6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,"0"
2354,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,"1"
2355,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,"1"
2356,6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,"1"
2357,6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,"1"
2358,6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,"1"
2359,6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4,"0"
2360,6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,"1"
2361,6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,"1"
2362,6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,"1"
2363,6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,"1"
2364,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"1"
2365,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"1"
2366,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"1"
2367,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"1"
2368,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,"1"
2369,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,"1"
2370,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,"1"
2371,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,"1"
2372,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,"1"
2373,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,"1"
2374,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,"1"
2375,6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,"1"
2376,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,"1"
2377,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,"1"
2378,6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,"1"
2379,6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,"0"
2380,6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,"1"
2381,6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,"0"
2382,6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,"0"
2383,6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,"1"
2384,6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,"1"
2385,6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,"1"
2386,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,"1"
2387,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,"1"
2388,6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,"1"
2389,6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,"1"
2390,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,"1"
2391,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,"1"
2392,6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,"1"
2393,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,"1"
2394,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,"1"
2395,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,"1"
2396,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,"0"
2397,6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,"0"
2398,6.8,0.2,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7,"1"
2399,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,"1"
2400,6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,"1"
2401,6.8,0.2,0.59,0.9,0.147,38,132,0.993,3.05,0.38,9.1,"1"
2402,6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,"1"
2403,6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,"1"
2404,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,"0"
2405,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,"0"
2406,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,"0"
2407,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,"1"
2408,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,"1"
2409,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,"0"
2410,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,"0"
2411,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,"0"
2412,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,"1"
2413,6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,"1"
2414,6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,"1"
2415,6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,"1"
2416,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,"0"
2417,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,"0"
2418,6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,"0"
2419,6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,"1"
2420,6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,"1"
2421,6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,"0"
2422,6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3,"1"
2423,6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,"1"
2424,6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,"0"
2425,6.8,0.22,0.31,1.4,0.053,34,114,0.9929,3.39,0.77,10.6,"1"
2426,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,"1"
2427,6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,"1"
2428,6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,"1"
2429,6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,"1"
2430,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,"1"
2431,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,"1"
2432,6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,"0"
2433,6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,"1"
